Dátum,Pozíció,*,5*,4*,3*,2*,1*,Élesítve,Letöltések,Ver
2016-11-22,9,"4,3",316 086,83 129,29 042,13 807,36 477,2016. november 16., 10 000 000 – 50 000 000 ,  Eszköztől függ 
