Dátum,Pozíció,*,5*,4*,3*,2*,1*,Élesítve,Letöltések,Ver
2016-11-22,14,"4,5",17 018,7 578,1 190,216,331,2016. november 10., 1 000 000 – 5 000 000 ,  Eszköztől függ 
