Dátum,Pozíció,*,5*,4*,3*,2*,1*,Élesítve,Letöltések,Ver
2016-11-22,55,"4,5",38 040,14 321,2 916,850,1 352,2016. november 11., 1 000 000 – 5 000 000 ,  Eszköztől függ 
