Dátum,Pozíció,*,5*,4*,3*,2*,1*,Élesítve,Letöltések,Ver
2016-11-22,39,"4,4",26 761,9 134,2 023,944,1 840,2016. november 21., 1 000 000 – 5 000 000 , 4.1.2  
