Dátum,Pozíció,*,5*,4*,3*,2*,1*,Élesítve,Letöltések,Ver
2016-11-22,7,"3,7",205,65,46,30,70,2016. augusztus 5., 10 000 – 50 000 , 1.9.10.0  
