Dátum,Pozíció,*,5*,4*,3*,2*,1*,Élesítve,Letöltések,Ver
2016-11-22,44,"4,5",87 032,28 572,6 889,2 508,5 152,2016. október 24., 1 000 000 – 5 000 000 , 400.1000  
