Dátum,Pozíció,*,5*,4*,3*,2*,1*,Élesítve,Letöltések,Ver
2016-11-22,41,"4,6",10 768,1 517,401,255,577,2016. november 21., 500 000 – 1 000 000 , 2.8.7  
