Dátum,Pozíció,*,5*,4*,3*,2*,1*,Élesítve,Letöltések,Ver
2016-11-22,24,"4,3",55 555,19 528,7 281,3 145,4 764,2016. október 29., 10 000 000 – 50 000 000 ,  Eszköztől függ 
