Dátum,Pozíció,*,5*,4*,3*,2*,1*,Élesítve,Letöltések,Ver
2016-11-22,46,"4,5",57 201,22 239,5 084,1 785,2 757,2016. november 22., 1 000 000 – 5 000 000 ,  Eszköztől függ 
